DateTime,wind_factor,lw_factor,ch,sed_temp_mean,sed_temp_mean.1,coef_mix_hyp,Kw,RMSE
2019-10-21 12:47:00,0.897161526910387,0.823931230226101,0.00109560765470649,3.96167864207685,17.0212429080973,0.468030838970766,0.425605260899527,1.42087982488677
2019-10-21 12:46:59,0.897161526910387,0.823931230226101,0.00109560765470649,3.96167864207685,17.0212429080973,0.468030838970766,0.425605260899527,1.42087982488677
2019-10-21 12:46:58,1.39622238748923,0.956242374399874,0.00188331962094514,4.20934698171697,20,0.495213369100494,0.479007309170341,4.64573771939773
2019-10-21 12:46:58,0.857703595936382,1.15785504472206,0.00142807016289548,5.85578021492369,19.6199299480242,0.438759778622833,0.398018679700907,3.08235555102598
2019-10-21 12:46:57,1.0303929415329,0.7,0.00111491838331606,5.67550882087842,18.1027465909976,0.452269397260211,0.425271244334363,2.48291841156449
2019-10-21 12:46:57,1.13185949971039,0.762118387920298,0.00143224892501317,4.94329780898707,18.0807464192111,0.448434695328475,0.476323919868077,2.05729482238714
2019-10-21 12:46:56,0.751676240530493,1.02187089896646,0.00166778428449963,4.54348482772114,18.2363097882976,0.443366701982514,0.35647378937701,2.52195631214691
2019-10-21 12:46:55,1.03736922228133,0.7,0.00184840141610125,5.04180163829857,17.4585706263068,0.436468354188698,0.422456620570506,2.12469570672253
2019-10-21 12:46:55,0.897161526910387,0.823931230226101,0.00109560765470649,3.96167864207685,17.0212429080973,0.468030838970766,0.425605260899527,1.42087982488677
2019-10-21 12:46:54,1.12493459639878,0.7,0.00149226915029908,4.95496932342463,17.8192398713453,0.475205790821292,0.5,2.67522841020998
2019-10-21 12:46:53,0.89003350140411,0.7,0.00189637199447283,5.62603198730005,18.6302751949513,0.457766960945627,0.467034426097575,1.68538494397692
2019-10-21 12:46:53,0.954857297854931,0.7,0.00128820800961816,4.15168953215054,19.316888172176,0.519927752483379,0.397286382293664,1.85821208943212
2019-10-21 12:46:52,0.937061164735771,0.7,0.00145983526491155,5.76727418659519,17.5026734345908,0.514463628416464,0.398818805708977,1.82033553667547
2019-10-21 12:46:52,0.880437395022578,0.7,0.00115387389847407,4.65586423133928,18.4793463130717,0.460251228209156,0.328908760489921,2.05834809467786
2019-10-21 12:46:51,0.828308743027953,0.7,0.00154590961873561,3.74999428886275,18.8307644356865,0.436800689150555,0.293956763847793,1.86866065998869
