Date,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
2011-01-07 20:00:00,0,244.4499969,-12.17999878,75.16773977,7.149182042,0,0
2011-01-07 21:00:00,0,244.4499969,-12.49997559,75.62110706,7.251158537,0,0
2011-01-07 22:00:00,0,239.7700043,-12.81000366,75.99859672,7.368921276,0,0
2011-01-07 23:00:00,0,239.7700043,-12.85001221,77.5800719,7.243480006,0,0
2011-01-08 00:00:00,0,239.7700043,-12.9,79.24527466,7.112334487,0,0
2011-01-08 01:00:00,0,215.9100037,-12.94000854,80.8537879,6.989198719,0,0
2011-01-08 02:00:00,0,215.9100037,-12.91998901,81.54077297,6.795770857,0,0
2011-01-08 03:00:00,0,215.9100037,-12.91000977,82.29435574,6.596878171,0,0
2011-01-08 04:00:00,0,194.3300018,-12.9,83.04841068,6.405700552,0,0
2011-01-08 05:00:00,0,194.3300018,-13.07999268,83.54216833,6.579544196,0,0
2011-01-08 06:00:00,0,194.3300018,-13.26999512,84.10311772,6.755812621,0,0
2011-01-08 07:00:00,0,219.8200073,-13.44998779,84.60175165,6.934320244,0,0
2011-01-08 08:00:00,0,219.8200073,-13.22000732,84.65301502,7.172788929,0,0
2011-01-08 09:00:00,40.62900162,219.8300018,-12.97998657,84.61255199,7.406301238,0,0
2011-01-08 10:00:00,172.4230042,197.25,-12.7500061,84.61935182,7.649130823,0,0
2011-01-08 11:00:00,262.2139893,197.25,-11.75998535,84.80977752,7.61570089,0,0
2011-01-08 12:00:00,335.2850037,197.25,-10.7699646,84.53541303,7.582348139,0,0
2011-01-08 13:00:00,390.8349915,197.7400055,-9.780004883,83.86239852,7.542691747,0,0
2011-01-08 14:00:00,358.2030029,197.7400055,-9.169989014,83.75154738,7.077887947,0,0
2011-01-08 15:00:00,301.381012,197.7400055,-8.560003662,83.50039206,6.599181886,0,0
2011-01-08 16:00:00,178.5070038,202.0299988,-7.949987793,83.11358195,6.128294928,0,0
2011-01-08 17:00:00,69.27000427,202.0299988,-8.679968262,84.76798,5.713860457,0,0
2011-01-08 18:00:00,0,202.0299988,-9.4,86.2852844,5.353727482,0,0
2011-01-08 19:00:00,0,182.3800049,-10.13001099,87.78885159,5.045750905,0,0
2011-01-08 20:00:00,0,182.3800049,-10.98999634,88.63547971,4.809365904,0,0
2011-01-08 21:00:00,0,182.3800049,-11.85001221,89.21475218,4.572143991,0,0
2011-01-08 22:00:00,0,168.9100037,-12.69998779,89.39965435,4.332077992,0,0
2011-01-08 23:00:00,0,168.9100037,-13.29001465,90.29530634,3.778386163,0,0
2011-01-09 00:00:00,0,168.9100037,-13.88001099,91.08492526,3.217203927,0,0
2011-01-09 01:00:00,0,167.2400055,-14.46994629,91.75418133,2.656802589,0,0
2011-01-09 02:00:00,0,167.2400055,-14.66000977,91.27940123,2.677256038,0,0
2011-01-09 03:00:00,0,167.2400055,-14.85999146,90.83280092,2.690074317,0,0
2011-01-09 04:00:00,0,168.2299957,-15.0499939,90.27992703,2.710608737,0,0
2011-01-09 05:00:00,0,168.2299957,-15.13995972,89.99822036,2.620019041,0,0
2011-01-09 06:00:00,0,168.2299957,-15.22998657,89.70619008,2.537754808,0,0
2011-01-09 07:00:00,0,171.4400024,-15.32001343,89.41169053,2.450979307,0,0
2011-01-09 08:00:00,0,171.4400024,-14.70996704,88.96815561,2.307834531,0,0
2011-01-09 09:00:00,51.43399811,171.4400024,-14.10001221,88.38876436,2.156409047,0,0
2011-01-09 10:00:00,198.8600006,178.3699951,-13.5000061,87.75213726,2.017919659,0,0
2011-01-09 11:00:00,302.243988,178.3699951,-11.85999146,89.31553756,1.290348804,0,0
2011-01-09 12:00:00,386.5239868,178.3699951,-10.22000732,89.29978844,1.015972433,0,0
2011-01-09 13:00:00,428.5369873,183.1199951,-8.579992676,88.10840053,1.480033789,0,0
2011-01-09 14:00:00,393.1459961,183.1199951,-7.919989014,88.58535207,1.386794833,0,0
2011-01-09 15:00:00,331.3959961,183.1199951,-7.250006104,88.75592468,1.336450513,0,0
2011-01-09 16:00:00,189.0559998,184.6600037,-6.579962158,88.71376663,1.356797695,0,0
2011-01-09 17:00:00,74.80899811,184.6600037,-7.329992676,89.16118409,0.945145485,0,0
2011-01-09 18:00:00,0,184.6600037,-8.079992676,89.37924974,0.528015147,0,0
2011-01-09 19:00:00,0,188.0899963,-8.829992676,89.33560447,0.141421357,0,0
2011-01-09 20:00:00,0,188.0899963,-9.250006104,89.63251318,0.246981773,0,0
2011-01-09 21:00:00,0,188.0899963,-9.679998779,89.93156948,0.605392438,0,0
2011-01-09 22:00:00,0,211.4799957,-10.10001221,90.08601683,0.971442253,0,0
2011-01-09 23:00:00,0,211.4799957,-10.32001343,90.77625876,1.114495416,0,0
2011-01-10 00:00:00,0,211.4799957,-10.53000488,91.38741624,1.31745962,0,0
2011-01-10 01:00:00,0,217.3699951,-10.7500061,92.07552619,1.557080591,0,0
2011-01-10 02:00:00,0,217.3699951,-10.91998901,91.86348173,1.793543949,0,0
2011-01-10 03:00:00,0,217.3699951,-11.10001221,91.70205821,2.040612853,0,0
2011-01-10 04:00:00,0,233.3800049,-11.26999512,91.44342857,2.312617984,0,0
2011-01-10 05:00:00,0,233.3800049,-11.28000488,91.63435225,2.187418637,0,0
2011-01-10 06:00:00,0,233.3800049,-11.28000488,91.75186738,2.075114871,0,0
2011-01-10 07:00:00,0,242.5299988,-11.29001465,91.93683731,1.966214693,0,0
2011-01-10 08:00:00,0,242.5299988,-10.56000366,91.32720211,2.327939208,0,0
2011-01-10 09:00:00,49.88199997,242.5299988,-9.829992676,90.52351872,2.699814923,0,0
2011-01-10 10:00:00,165.8220062,248.1199951,-9.109960937,89.63272562,3.075386171,0,0
