datetime,depth,temp
2012-08-20 12:00:00,6,23
2012-08-20 12:00:00,7,23
2012-08-20 12:00:00,8,23
2012-08-20 12:00:00,9,23
2012-08-20 12:00:00,9.5,23
2012-08-20 12:00:00,10,22.6
2012-08-20 12:00:00,10.5,21.8
2012-08-20 12:00:00,11,20.3
2012-08-20 12:00:00,11.5,18.9
2012-08-20 12:00:00,12,17.3
2012-08-20 12:00:00,12.5,16.6
2012-08-20 12:00:00,13,16.2
2012-08-20 12:00:00,13.5,15.9
2012-08-20 12:00:00,14,15.5
2012-08-20 12:00:00,14.5,14.9
2012-08-20 12:00:00,15,14.2
2012-08-20 12:00:00,16,13.5
2012-08-20 12:00:00,17,12.8
2012-08-20 12:00:00,18,12.4
2012-08-20 12:00:00,19,12.1
2012-08-20 12:00:00,20,11.9
2012-08-20 12:00:00,21,11.8
2012-08-20 12:00:00,22,11.8
2012-08-20 12:00:00,23,11.7
2012-08-20 12:00:00,24,11.7
2012-09-04 12:00:00,0,24.8
2012-09-04 12:00:00,1,24.3
2012-09-04 12:00:00,2,24.1
2012-09-04 12:00:00,3,24
2012-09-04 12:00:00,4,23.9
2012-09-04 12:00:00,5,23.7
2012-09-04 12:00:00,6,23.4
2012-09-04 12:00:00,7,23.3
2012-09-04 12:00:00,8,23.3
2012-09-04 12:00:00,9,23.1
2012-09-04 12:00:00,10,23
2012-09-04 12:00:00,10.5,22.9
2012-09-04 12:00:00,11,22.7
2012-09-04 12:00:00,11.5,22.6
2012-09-04 12:00:00,12,19.5
2012-09-04 12:00:00,13,15.6
2012-09-04 12:00:00,14,14.5
2012-09-04 12:00:00,15,13.7
2012-09-04 12:00:00,16,13.4
2012-09-04 12:00:00,17,12.6
2012-09-04 12:00:00,18,12.4
2012-09-04 12:00:00,19,12.1
2012-09-04 12:00:00,20,11.9
2012-09-04 12:00:00,21,11.8
2012-09-04 12:00:00,22,11.7
2012-09-04 12:00:00,23,11.7
2012-09-04 12:00:00,24,11.6
2012-09-04 12:00:00,24.3,11.6
2012-10-01 12:00:00,0,17
2012-10-01 12:00:00,1,16.9
2012-10-01 12:00:00,2,16.9
2012-10-01 12:00:00,3,16.8
2012-10-01 12:00:00,4,16.8
2012-10-01 12:00:00,5,16.8
2012-10-01 12:00:00,6,16.8
2012-10-01 12:00:00,7,16.8
2012-10-01 12:00:00,8,16.8
2012-10-01 12:00:00,9,16.8
2012-10-01 12:00:00,10,16.7
2012-10-01 12:00:00,11,16.7
2012-10-01 12:00:00,12,16.6
2012-10-01 12:00:00,13,16.6
2012-10-01 12:00:00,14,16.6
2012-10-01 12:00:00,15,16.4
2012-10-01 12:00:00,16,16.1
2012-10-01 12:00:00,16.5,16
2012-10-01 12:00:00,17,15.5
2012-10-01 12:00:00,17.5,14.3
2012-10-01 12:00:00,18,13.4
2012-10-01 12:00:00,19,12.9
2012-10-01 12:00:00,20,12.5
2012-10-01 12:00:00,21,12.3
2012-10-01 12:00:00,22,12.2
2012-10-01 12:00:00,23,12.1
2012-10-01 12:00:00,24,12.1
2012-10-29 12:00:00,0,11.8
2012-10-29 12:00:00,1,11.8
2012-10-29 12:00:00,2,11.8
2012-10-29 12:00:00,3,11.8
2012-10-29 12:00:00,4,11.8
2012-10-29 12:00:00,5,11.8
2012-10-29 12:00:00,6,11.8
2012-10-29 12:00:00,7,11.8
2012-10-29 12:00:00,8,11.8
2012-10-29 12:00:00,9,11.8
2012-10-29 12:00:00,10,11.8
2012-10-29 12:00:00,11,11.8
2012-10-29 12:00:00,12,11.8
2012-10-29 12:00:00,13,11.8
2012-10-29 12:00:00,14,11.8
2012-10-29 12:00:00,15,11.8
2012-10-29 12:00:00,16,11.8
2012-10-29 12:00:00,17,11.8
2012-10-29 12:00:00,18,11.8
2012-10-29 12:00:00,19,11.8
2012-10-29 12:00:00,20,11.8
2012-10-29 12:00:00,21,11.8
2012-10-29 12:00:00,22,11.8
2012-10-29 12:00:00,23,11.8
2012-10-29 12:00:00,24,11.8
2012-10-29 12:00:00,24.3,11.8
2012-11-29 12:00:00,0,6.2
2012-11-29 12:00:00,1,6.1
2012-11-29 12:00:00,2,6.1
2012-11-29 12:00:00,3,6.1
2012-11-29 12:00:00,4,6.1
2012-11-29 12:00:00,5,6.1
2012-11-29 12:00:00,6,6.1
2012-11-29 12:00:00,7,6.1
2012-11-29 12:00:00,8,6.1
2012-11-29 12:00:00,9,6.1
2012-11-29 12:00:00,10,6.1
2012-11-29 12:00:00,11,6
2012-11-29 12:00:00,12,6
2012-11-29 12:00:00,13,6
2012-11-29 12:00:00,14,6
2012-11-29 12:00:00,15,6
2012-11-29 12:00:00,16,6
2012-11-29 12:00:00,17,6
2012-11-29 12:00:00,18,6
2012-11-29 12:00:00,19,6
2012-11-29 12:00:00,20,5.9
2012-11-29 12:00:00,21,5.9
2012-11-29 12:00:00,22,5.9
2012-11-29 12:00:00,23,5.9
2012-11-29 12:00:00,24,5.9
2012-11-29 12:00:00,24.3,5.8
