"PERMANENT_ID","lake.name","date","year","month","day","secchi"
131846593,"South",2002-09-10,2002,9,10,5.5
131846593,"South",2003-07-15,2003,7,15,7.5
131846593,"South",2003-08-12,2003,8,12,8.9
131846593,"South",2004-07-06,2004,7,6,5.2
131846593,"South",2004-08-11,2004,8,11,6
131846593,"South",2005-07-19,2005,7,19,6.6
131846593,"South",2005-08-16,2005,8,16,5
131846593,"South",2006-07-18,2006,7,18,5.1
131846593,"South",2006-08-15,2006,8,15,4.3
131846593,"South",2007-07-11,2007,7,11,7.4
131846593,"South",2007-07-30,2007,7,30,6.7
131846593,"South",2008-07-02,2008,7,2,8.1
131846593,"South",2008-08-07,2008,8,7,5.2
131846593,"South",2010-07-06,2010,7,6,7
131846593,"South",2010-08-11,2010,8,11,5.2
131846593,"South",2011-07-11,2011,7,11,4.7
131846593,"South",2011-08-08,2011,8,8,3.8
131846593,"South",2012-07-10,2012,7,10,4.2
131846593,"South",2012-08-06,2012,8,6,4
131843739,"Squash",1994-06-20,1994,6,20,2.7
131843739,"Squash",1994-07-25,1994,7,25,1.7
131843739,"Squash",1994-08-23,1994,8,23,2.8
131843739,"Squash",1995-06-13,1995,6,13,3.05
131843739,"Squash",1995-08-15,1995,8,15,2.75
131843739,"Squash",1995-09-06,1995,9,6,3.5
131843739,"Squash",1996-06-18,1996,6,18,1.9
131843739,"Squash",1996-07-18,1996,7,18,2.3
131843739,"Squash",1996-08-15,1996,8,15,NA
131843739,"Squash",1997-07-08,1997,7,8,1.9
131843739,"Squash",1997-08-12,1997,8,12,1.5
131843739,"Squash",1998-07-08,1998,7,8,1.5
131843739,"Squash",1998-08-11,1998,8,11,1.75
131843739,"Squash",1999-07-08,1999,7,8,1.5
131843739,"Squash",1999-08-17,1999,8,17,2.1
131843739,"Squash",2000-07-12,2000,7,12,2.75
131843739,"Squash",2000-08-15,2000,8,15,1.9
131843739,"Squash",2001-07-10,2001,7,10,1.9
131843739,"Squash",2001-09-06,2001,9,6,2.5
131843739,"Squash",2002-09-12,2002,9,12,2.5
131843739,"Squash",2002-09-18,2002,9,18,2.5
131843739,"Squash",2003-07-10,2003,7,10,2
131843739,"Squash",2003-08-07,2003,8,7,2.2
131843739,"Squash",2004-07-21,2004,7,21,1.7
131843739,"Squash",2004-08-04,2004,8,4,1.9
131843739,"Squash",2005-07-13,2005,7,13,1.5
131843739,"Squash",2005-08-10,2005,8,10,1.6
131843739,"Squash",2006-07-14,2006,7,14,1.7
131843739,"Squash",2006-08-11,2006,8,11,1.6
131845641,"Squaw",1994-06-28,1994,6,28,5.35
131845641,"Squaw",1994-08-02,1994,8,2,2.3
131845641,"Squaw",1994-08-31,1994,8,31,3.6
131845641,"Squaw",1995-06-20,1995,6,20,NA
131845641,"Squaw",1995-08-08,1995,8,8,3.5
131845641,"Squaw",1995-09-14,1995,9,14,2.4
131845641,"Squaw",1996-06-26,1996,6,26,4
131845641,"Squaw",1996-07-23,1996,7,23,4.8
131845641,"Squaw",1996-08-21,1996,8,21,3.3
131845641,"Squaw",1997-07-14,1997,7,14,3.5
131845641,"Squaw",1997-08-18,1997,8,18,3
131845641,"Squaw",1998-07-14,1998,7,14,4.8
131845641,"Squaw",1998-08-12,1998,8,12,3.7
131845641,"Squaw",1999-07-06,1999,7,6,3.5
131845641,"Squaw",1999-08-16,1999,8,16,3.2
131845641,"Squaw",2000-07-11,2000,7,11,3.3
131845641,"Squaw",2000-08-14,2000,8,14,2.75
131845641,"Squaw",2001-07-09,2001,7,9,3.5
131845641,"Squaw",2001-09-05,2001,9,5,3.7
131845641,"Squaw",2002-08-22,2002,8,22,3.3
131845641,"Squaw",2002-09-19,2002,9,19,4
131845641,"Squaw",2003-07-09,2003,7,9,5.2
131845641,"Squaw",2003-08-06,2003,8,6,3.1
131845641,"Squaw",2004-07-13,2004,7,13,3.8
131845641,"Squaw",2004-08-03,2004,8,3,3.8
131845641,"Squaw",2005-07-11,2005,7,11,3.8
131845641,"Squaw",2005-08-08,2005,8,8,3.1
131845641,"Squaw",2006-07-13,2006,7,13,3.9
131845641,"Squaw",2006-08-09,2006,8,9,3.8
131845641,"Squaw",2007-07-17,2007,7,17,3
131845641,"Squaw",2007-08-02,2007,8,2,3.7
131845641,"Squaw",2008-07-02,2008,7,2,4.5
131845641,"Squaw",2008-08-07,2008,8,7,3.7
131845641,"Squaw",2010-07-14,2010,7,14,3.5
131845641,"Squaw",2010-08-10,2010,8,10,2.8
131845641,"Squaw",2011-07-19,2011,7,19,4.2
131845641,"Squaw",2011-08-17,2011,8,17,4
131845641,"Squaw",2012-07-19,2012,7,19,3.9
131845641,"Squaw",2012-08-14,2012,8,14,3.25
131844064,"West",1994-06-30,1994,6,30,1.55
131844064,"West",1994-07-25,1994,7,25,2.1
131844064,"West",1994-08-23,1994,8,23,1.5
131844064,"West",1995-06-13,1995,6,13,3.3
131844064,"West",1995-08-15,1995,8,15,2.5
131844064,"West",1995-09-06,1995,9,6,3.1
131844064,"West",1996-06-18,1996,6,18,2.7
131844064,"West",1996-07-18,1996,7,18,1.1
131844064,"West",1996-08-15,1996,8,15,1
131844064,"West",1997-07-10,1997,7,10,1.8
131844064,"West",1997-08-12,1997,8,12,2
131844064,"West",1998-07-08,1998,7,8,1.3
131844064,"West",1998-08-11,1998,8,11,2.2
131844064,"West",1999-07-07,1999,7,7,1.5
131844064,"West",1999-08-17,1999,8,17,2
131844064,"West",2000-07-12,2000,7,12,2.2
131844064,"West",2000-08-15,2000,8,15,1.7
131844064,"West",2001-07-10,2001,7,10,1.8
131844064,"West",2001-09-06,2001,9,6,2.3
131844064,"West",2002-09-12,2002,9,12,2.8
131844064,"West",2002-09-19,2002,9,19,2
131844064,"West",2003-07-10,2003,7,10,1.8
131844064,"West",2003-08-07,2003,8,7,1.75
131844064,"West",2004-07-21,2004,7,21,1.7
131844064,"West",2004-08-04,2004,8,4,1.6
131844064,"West",2005-07-13,2005,7,13,2
131844064,"West",2005-08-10,2005,8,10,1.8
131844064,"West",2006-07-14,2006,7,14,2
131844064,"West",2006-08-11,2006,8,11,1.9
47723283,"Willis",1994-08-31,1994,8,31,2.5
47723283,"Willis",1994-06-28,1994,6,28,1.9
47723283,"Willis",1994-07-27,1994,7,27,1.8
47723283,"Willis",1995-06-21,1995,6,21,2.4
47723283,"Willis",1995-08-09,1995,8,9,2.6
47723283,"Willis",1995-09-12,1995,9,12,2.5
47723283,"Willis",1996-06-17,1996,6,17,3
47723283,"Willis",1996-07-22,1996,7,22,2.7
47723283,"Willis",1996-08-19,1996,8,19,2.7
47723283,"Willis",1997-07-14,1997,7,14,2.6
47723283,"Willis",1997-08-18,1997,8,18,2.6
47723283,"Willis",1998-07-13,1998,7,13,2.55
47723283,"Willis",1998-08-10,1998,8,10,2.5
47723283,"Willis",1999-06-29,1999,6,29,2.6
47723283,"Willis",1999-08-23,1999,8,23,2.4
47723283,"Willis",2000-07-18,2000,7,18,2.8
47723283,"Willis",2000-08-22,2000,8,22,2.55
47723283,"Willis",2001-07-17,2001,7,17,2.5
47723283,"Willis",2001-08-07,2001,8,7,2.5
47723283,"Willis",2002-08-13,2002,8,13,2.25
47723283,"Willis",2002-09-24,2002,9,24,2.7
47723283,"Willis",2003-07-15,2003,7,15,2.5
47723283,"Willis",2004-07-06,2004,7,6,2.5
47723283,"Willis",2004-08-11,2004,8,11,2.6
47723283,"Willis",2005-07-19,2005,7,19,2.5
47723283,"Willis",2005-08-16,2005,8,16,2.5
47723283,"Willis",2006-07-18,2006,7,18,2.7
47723283,"Willis",2006-08-15,2006,8,15,2.9
47723283,"Willis",2003-08-12,2003,8,12,NA
133099321,"Willys",1994-06-20,1994,6,20,8.6
133099321,"Willys",1994-07-27,1994,7,27,8.2
133099321,"Willys",1994-08-24,1994,8,24,9.7
133099321,"Willys",1995-06-14,1995,6,14,7.3
133099321,"Willys",1995-08-16,1995,8,16,9.4
133099321,"Willys",1995-09-07,1995,9,7,9.9
133099321,"Willys",1996-06-19,1996,6,19,7.8
133099321,"Willys",1996-07-16,1996,7,16,NA
133099321,"Willys",1996-08-14,1996,8,14,6.8
133099321,"Willys",1997-07-08,1997,7,8,9
133099321,"Willys",1997-08-14,1997,8,14,10
133099321,"Willys",1998-07-08,1998,7,8,7.7
133099321,"Willys",1998-08-12,1998,8,12,7.1
133099321,"Willys",1999-07-07,1999,7,7,9.8
133099321,"Willys",1999-08-17,1999,8,17,11
133099321,"Willys",2000-07-12,2000,7,12,7.2
133099321,"Willys",2000-08-15,2000,8,15,7.4
133099321,"Willys",2001-07-10,2001,7,10,6.4
133099321,"Willys",2001-09-06,2001,9,6,7.3
133099321,"Willys",2002-09-13,2002,9,13,8.5
133099321,"Willys",2002-09-18,2002,9,18,9.9
133099321,"Willys",2003-07-09,2003,7,9,6
133099321,"Willys",2003-08-06,2003,8,6,8.3
133099321,"Willys",2004-07-13,2004,7,13,6.3
133099321,"Willys",2004-08-03,2004,8,3,7.1
133099321,"Willys",2005-07-12,2005,7,12,8.5
133099321,"Willys",2005-08-09,2005,8,9,8
133099321,"Willys",2006-07-13,2006,7,13,6.3
133099321,"Willys",2006-08-10,2006,8,10,6.9
131844009,"Windfall",1994-06-20,1994,6,20,4.8
131844009,"Windfall",1994-07-25,1994,7,25,4.3
131844009,"Windfall",1994-08-23,1994,8,23,3.9
131844009,"Windfall",1995-06-13,1995,6,13,4.1
131844009,"Windfall",1995-08-15,1995,8,15,3.35
131844009,"Windfall",1995-09-06,1995,9,6,3
131844009,"Windfall",1996-06-18,1996,6,18,5.8
131844009,"Windfall",1996-07-18,1996,7,18,4.2
131844009,"Windfall",1996-08-15,1996,8,15,3.8
131844009,"Windfall",1997-07-10,1997,7,10,4.8
131844009,"Windfall",1997-08-12,1997,8,12,4.3
131844009,"Windfall",1998-07-08,1998,7,8,3.5
131844009,"Windfall",1998-08-11,1998,8,11,3.7
131844009,"Windfall",1999-07-07,1999,7,7,3.5
131844009,"Windfall",1999-08-17,1999,8,17,3.75
131844009,"Windfall",2000-07-12,2000,7,12,4.9
131844009,"Windfall",2000-08-15,2000,8,15,4.5
131844009,"Windfall",2001-07-10,2001,7,10,3.5
131844009,"Windfall",2001-09-06,2001,9,6,4.5
131844009,"Windfall",2002-08-28,2002,8,28,3.5
131844009,"Windfall",2002-09-24,2002,9,24,2.5
131844009,"Windfall",2003-07-10,2003,7,10,3.3
131844009,"Windfall",2003-08-07,2003,8,7,3
131844009,"Windfall",2004-07-21,2004,7,21,4.1
131844009,"Windfall",2004-08-04,2004,8,4,3.6
131844009,"Windfall",2005-07-13,2005,7,13,3.1
131844009,"Windfall",2005-08-10,2005,8,10,2.8
131844009,"Windfall",2006-07-14,2006,7,14,4
131844009,"Windfall",2006-08-10,2006,8,10,3.5
