"PERMANENT_ID","lake.name","date","depth","temp","doobs"
131843856,"Big Moose",2000-07-19 00:00:00,3,20,9.6
131843856,"Big Moose",2000-07-19 00:00:00,4,20,9.6
131843856,"Big Moose",2000-07-19 00:00:00,5,20,9.6
131843856,"Big Moose",2000-07-19 00:00:00,6,20,9.4
131843856,"Big Moose",2000-07-19 00:00:00,7,18.5,8.9
131843856,"Big Moose",2000-07-19 00:00:00,8,15.5,8.4
131843856,"Big Moose",2000-07-19 00:00:00,9,15,8.4
131843856,"Big Moose",2000-07-19 00:00:00,10,14,8.6
131843856,"Big Moose",2000-07-19 00:00:00,11,13,8.7
131843856,"Big Moose",2000-07-19 00:00:00,12,11.5,8.9
131843856,"Big Moose",2000-07-19 00:00:00,13,9.5,9.2
131843856,"Big Moose",2000-07-19 00:00:00,14,9,9.2
131843856,"Big Moose",2000-07-19 00:00:00,15,8,9
131843856,"Big Moose",2000-07-19 00:00:00,16,8,8.8
131843856,"Big Moose",2000-07-19 00:00:00,17,7.5,8.8
131843856,"Big Moose",2000-07-19 00:00:00,18,7.5,8.6
131843856,"Big Moose",2000-07-19 00:00:00,19,7,8.5
131843856,"Big Moose",2000-07-19 00:00:00,20,7,8.4
131843856,"Big Moose",2000-07-19 00:00:00,21,7,8.4
131843856,"Big Moose",2000-08-23 00:00:00,0,18.2,8
131843856,"Big Moose",2000-08-23 00:00:00,1,18.2,8
131843856,"Big Moose",2000-08-23 00:00:00,2,18.2,8
131843856,"Big Moose",2000-08-23 00:00:00,3,18.2,8
131843856,"Big Moose",2000-08-23 00:00:00,4,18.2,8
131843856,"Big Moose",2000-08-23 00:00:00,5,18.2,8
131843856,"Big Moose",2000-08-23 00:00:00,6,18.2,7.9
131843856,"Big Moose",2000-08-23 00:00:00,7,18,7.7
131843856,"Big Moose",2000-08-23 00:00:00,8,16.9,6.8
131843856,"Big Moose",2000-08-23 00:00:00,9,15,6
131843856,"Big Moose",2000-08-23 00:00:00,10,13.8,6
131843856,"Big Moose",2000-08-23 00:00:00,11,11.8,6.5
