sampledate,year4,month,daynum,depth,wtemp,flag_wtemp
2008-10-08,2008,10,282,0.50,16.340,"N"
2008-10-08,2008,10,282,1.00,16.250,"N"
2008-10-08,2008,10,282,1.50,16.370,"N"
2008-10-08,2008,10,282,2.00,16.450,"N"
2008-10-08,2008,10,282,3.00,16.270,"N"
2008-10-08,2008,10,282,4.00,16.100,"N"
2008-10-08,2008,10,282,5.00,16.580,"N"
2008-10-08,2008,10,282,6.00,16.370,"N"
2008-10-08,2008,10,282,7.00,16.310,"N"
2008-10-08,2008,10,282,8.00,16.360,"N"
2008-10-08,2008,10,282,9.00,16.340,"N"
2008-10-08,2008,10,282,10.00,16.400,"N"
2008-10-08,2008,10,282,11.00,16.390,"N"
2008-10-08,2008,10,282,12.00,16.410,"N"
2008-10-08,2008,10,282,13.00,16.390,"N"
2008-10-08,2008,10,282,14.00,16.450,"N"
2008-10-08,2008,10,282,15.00,16.490,"N"
2008-10-08,2008,10,282,16.00,16.080,"N"
2008-10-08,2008,10,282,17.00,15.130,"N"
2008-10-08,2008,10,282,18.00,14.270,"N"
2008-10-08,2008,10,282,19.00,13.270,"N"
2008-10-08,2008,10,282,20.00,12.530,"N"
2008-10-09,2008,10,283,0.00,16.280,"N"
2008-10-09,2008,10,283,0.50,16.180,"N"
2008-10-09,2008,10,283,1.00,16.080,"N"
2008-10-09,2008,10,283,1.50,16.210,"N"
2008-10-09,2008,10,283,2.00,16.300,"N"
2008-10-09,2008,10,283,3.00,16.110,"N"
2008-10-09,2008,10,283,4.00,15.940,"N"
2008-10-09,2008,10,283,5.00,16.420,"N"
2008-10-09,2008,10,283,6.00,16.190,"N"
2008-10-09,2008,10,283,7.00,16.150,"N"
2008-10-09,2008,10,283,8.00,16.200,"N"
2008-10-09,2008,10,283,9.00,16.190,"N"
2008-10-09,2008,10,283,10.00,16.320,"N"
2008-10-09,2008,10,283,11.00,16.260,"N"
2008-10-09,2008,10,283,12.00,16.280,"N"
2008-10-09,2008,10,283,13.00,16.270,"N"
2008-10-09,2008,10,283,14.00,16.340,"N"
2008-10-09,2008,10,283,15.00,16.410,"N"
2008-10-09,2008,10,283,16.00,16.370,"N"
2008-10-09,2008,10,283,17.00,15.720,"N"
2008-10-09,2008,10,283,18.00,13.140,"N"
2008-10-09,2008,10,283,19.00,12.710,"N"
2008-10-09,2008,10,283,20.00,12.350,"N"
2008-10-10,2008,10,284,0.00,16.250,"N"
2008-10-10,2008,10,284,0.50,16.160,"N"
2008-10-10,2008,10,284,1.00,16.050,"N"
2008-10-10,2008,10,284,1.50,16.180,"N"
2008-10-10,2008,10,284,2.00,16.260,"N"
2008-10-10,2008,10,284,3.00,16.070,"N"
2008-10-10,2008,10,284,4.00,15.880,"N"
2008-10-10,2008,10,284,5.00,16.360,"N"
2008-10-10,2008,10,284,6.00,16.150,"N"
2008-10-10,2008,10,284,7.00,16.060,"N"
2008-10-10,2008,10,284,8.00,16.110,"N"
2008-10-10,2008,10,284,9.00,16.090,"N"
2008-10-10,2008,10,284,10.00,16.260,"N"
2008-10-10,2008,10,284,11.00,16.150,"N"
2008-10-10,2008,10,284,12.00,16.170,"N"
2008-10-10,2008,10,284,13.00,16.150,"N"
2008-10-10,2008,10,284,14.00,16.240,"N"
2008-10-10,2008,10,284,15.00,16.120,"N"
2008-10-10,2008,10,284,16.00,14.360,"N"
2008-10-10,2008,10,284,17.00,13.100,"N"
2008-10-10,2008,10,284,18.00,12.960,"N"
2008-10-10,2008,10,284,19.00,12.710,"N"
2008-10-10,2008,10,284,20.00,12.400,"N"
2008-10-11,2008,10,285,0.00,16.340,"N"
2008-10-11,2008,10,285,0.50,16.190,"N"
2008-10-11,2008,10,285,1.00,16.070,"N"
2008-10-11,2008,10,285,1.50,16.160,"N"
2008-10-11,2008,10,285,2.00,16.230,"N"
2008-10-11,2008,10,285,3.00,15.990,"N"
2008-10-11,2008,10,285,4.00,15.750,"N"
2008-10-11,2008,10,285,5.00,16.200,"N"
2008-10-11,2008,10,285,6.00,16.070,"N"
2008-10-11,2008,10,285,7.00,15.910,"N"
2008-10-11,2008,10,285,8.00,15.960,"N"
2008-10-11,2008,10,285,9.00,15.960,"N"
2008-10-11,2008,10,285,10.00,16.160,"N"
2008-10-11,2008,10,285,11.00,16.020,"N"
2008-10-11,2008,10,285,12.00,16.050,"N"
2008-10-11,2008,10,285,13.00,16.040,"N"
2008-10-11,2008,10,285,14.00,16.120,"N"
2008-10-11,2008,10,285,15.00,16.090,"N"
2008-10-11,2008,10,285,16.00,14.810,"N"
2008-10-11,2008,10,285,17.00,13.510,"N"
2008-10-11,2008,10,285,18.00,13.210,"N"
2008-10-11,2008,10,285,19.00,12.870,"N"
2008-10-11,2008,10,285,20.00,12.630,"N"
2008-10-12,2008,10,286,0.00,16.540,"N"
2008-10-12,2008,10,286,0.50,16.370,"N"
2008-10-12,2008,10,286,1.00,16.240,"N"
2008-10-12,2008,10,286,1.50,16.350,"N"
2008-10-12,2008,10,286,2.00,16.420,"N"
2008-10-12,2008,10,286,3.00,16.200,"N"
2008-10-12,2008,10,286,4.00,15.970,"N"
2008-10-12,2008,10,286,5.00,16.420,"N"
2008-10-12,2008,10,286,6.00,16.200,"N"
2008-10-12,2008,10,286,7.00,16.070,"N"
2008-10-12,2008,10,286,8.00,16.070,"N"
2008-10-12,2008,10,286,9.00,16.030,"N"
2008-10-12,2008,10,286,10.00,16.190,"N"
2008-10-12,2008,10,286,11.00,16.040,"N"
2008-10-12,2008,10,286,12.00,16.050,"N"
2008-10-12,2008,10,286,13.00,16.010,"N"
2008-10-12,2008,10,286,14.00,16.090,"N"
2008-10-12,2008,10,286,15.00,16.020,"N"
2008-10-12,2008,10,286,16.00,15.030,"N"
2008-10-12,2008,10,286,17.00,13.520,"N"
2008-10-12,2008,10,286,18.00,13.040,"N"
2008-10-12,2008,10,286,19.00,12.780,"N"
2008-10-12,2008,10,286,20.00,12.560,"N"
2008-10-13,2008,10,287,0.00,16.610,"N"
2008-10-13,2008,10,287,0.50,16.460,"N"
2008-10-13,2008,10,287,1.00,16.370,"N"
2008-10-13,2008,10,287,1.50,16.500,"N"
2008-10-13,2008,10,287,2.00,16.570,"N"
2008-10-13,2008,10,287,3.00,16.380,"N"
2008-10-13,2008,10,287,4.00,16.190,"N"
2008-10-13,2008,10,287,5.00,16.680,"N"
2008-10-13,2008,10,287,6.00,16.470,"N"
2008-10-13,2008,10,287,7.00,16.310,"N"
2008-10-13,2008,10,287,8.00,16.260,"N"
2008-10-13,2008,10,287,9.00,16.170,"N"
2008-10-13,2008,10,287,10.00,16.290,"N"
2008-10-13,2008,10,287,11.00,16.100,"N"
2008-10-13,2008,10,287,12.00,16.060,"N"
2008-10-13,2008,10,287,13.00,16.010,"N"
2008-10-13,2008,10,287,14.00,16.040,"N"
2008-10-13,2008,10,287,15.00,15.940,"N"
2008-10-13,2008,10,287,16.00,15.120,"N"
2008-10-13,2008,10,287,17.00,13.640,"N"
2008-10-13,2008,10,287,18.00,13.120,"N"
2008-10-13,2008,10,287,19.00,12.820,"N"
2008-10-13,2008,10,287,20.00,12.460,"N"
2008-10-14,2008,10,288,0.00,16.570,"N"
2008-10-14,2008,10,288,0.50,16.470,"N"
2008-10-14,2008,10,288,1.00,16.380,"N"
2008-10-14,2008,10,288,1.50,16.500,"N"
2008-10-14,2008,10,288,2.00,16.570,"N"
2008-10-14,2008,10,288,3.00,16.360,"N"
2008-10-14,2008,10,288,4.00,16.170,"N"
2008-10-14,2008,10,288,5.00,16.650,"N"
2008-10-14,2008,10,288,6.00,16.450,"N"
2008-10-14,2008,10,288,7.00,16.310,"N"
2008-10-14,2008,10,288,8.00,16.320,"N"
2008-10-14,2008,10,288,9.00,16.290,"N"
2008-10-14,2008,10,288,10.00,16.380,"N"
2008-10-14,2008,10,288,11.00,16.310,"N"
2008-10-14,2008,10,288,12.00,16.330,"N"
2008-10-14,2008,10,288,13.00,16.300,"N"
2008-10-14,2008,10,288,14.00,16.360,"N"
2008-10-14,2008,10,288,15.00,16.380,"N"
2008-10-14,2008,10,288,16.00,16.060,"N"
2008-10-14,2008,10,288,17.00,14.730,"N"
2008-10-14,2008,10,288,18.00,14.130,"N"
2008-10-14,2008,10,288,19.00,13.420,"N"
2008-10-14,2008,10,288,20.00,12.870,"N"
2008-10-15,2008,10,289,0.00,16.300,"N"
2008-10-15,2008,10,289,0.50,16.200,"N"
2008-10-15,2008,10,289,1.00,16.110,"N"
2008-10-15,2008,10,289,1.50,16.250,"N"
2008-10-15,2008,10,289,2.00,16.330,"N"
2008-10-15,2008,10,289,3.00,16.150,"N"
2008-10-15,2008,10,289,4.00,15.970,"N"
2008-10-15,2008,10,289,5.00,16.460,"N"
2008-10-15,2008,10,289,6.00,16.240,"N"
2008-10-15,2008,10,289,7.00,16.170,"N"
2008-10-15,2008,10,289,8.00,16.210,"N"
2008-10-15,2008,10,289,9.00,16.190,"N"
2008-10-15,2008,10,289,10.00,16.300,"N"
2008-10-15,2008,10,289,11.00,16.210,"N"
2008-10-15,2008,10,289,12.00,16.200,"N"
2008-10-15,2008,10,289,13.00,16.170,"N"
2008-10-15,2008,10,289,14.00,16.150,"N"
2008-10-15,2008,10,289,15.00,16.060,"N"
2008-10-15,2008,10,289,16.00,15.860,"N"
2008-10-15,2008,10,289,17.00,14.730,"N"
2008-10-15,2008,10,289,18.00,13.600,"N"
2008-10-15,2008,10,289,19.00,12.910,"N"
2008-10-15,2008,10,289,20.00,12.510,"N"
2008-10-16,2008,10,290,0.00,16.030,"N"
2008-10-16,2008,10,290,0.50,15.930,"N"
2008-10-16,2008,10,290,1.00,15.840,"N"
2008-10-16,2008,10,290,1.50,15.920,"N"
2008-10-16,2008,10,290,2.00,15.980,"N"
2008-10-16,2008,10,290,3.00,15.770,"N"
2008-10-16,2008,10,290,4.00,15.590,"N"
2008-10-16,2008,10,290,5.00,16.070,"N"
2008-10-16,2008,10,290,6.00,15.990,"N"
2008-10-16,2008,10,290,7.00,15.790,"N"
2008-10-16,2008,10,290,8.00,15.830,"N"
2008-10-16,2008,10,290,9.00,15.820,"N"
2008-10-16,2008,10,290,10.00,16.010,"N"
2008-10-16,2008,10,290,11.00,15.870,"N"
2008-10-16,2008,10,290,12.00,15.900,"N"
2008-10-16,2008,10,290,13.00,15.910,"N"
2008-10-16,2008,10,290,14.00,15.950,"N"
2008-10-16,2008,10,290,15.00,15.980,"N"
2008-10-16,2008,10,290,16.00,15.830,"N"
2008-10-16,2008,10,290,17.00,14.880,"N"
2008-10-16,2008,10,290,18.00,13.640,"N"
2008-10-16,2008,10,290,19.00,13.000,"N"
2008-10-16,2008,10,290,20.00,12.490,"N"
2008-10-17,2008,10,291,0.00,15.700,"N"
2008-10-17,2008,10,291,0.50,15.660,"N"
2008-10-17,2008,10,291,1.00,15.590,"N"
2008-10-17,2008,10,291,1.50,15.700,"N"
2008-10-17,2008,10,291,2.00,15.790,"N"
2008-10-17,2008,10,291,3.00,15.600,"N"
2008-10-17,2008,10,291,4.00,15.420,"N"
2008-10-17,2008,10,291,5.00,15.920,"N"
2008-10-17,2008,10,291,6.00,15.920,"N"
2008-10-17,2008,10,291,7.00,15.650,"N"
2008-10-17,2008,10,291,8.00,15.700,"N"
2008-10-17,2008,10,291,9.00,15.690,"N"
2008-10-17,2008,10,291,10.00,15.870,"N"
2008-10-17,2008,10,291,11.00,15.750,"N"
2008-10-17,2008,10,291,12.00,15.780,"N"
2008-10-17,2008,10,291,13.00,15.820,"N"
2008-10-17,2008,10,291,14.00,15.850,"N"
2008-10-17,2008,10,291,15.00,15.850,"N"
2008-10-17,2008,10,291,16.00,15.490,"N"
2008-10-17,2008,10,291,17.00,14.030,"N"
2008-10-17,2008,10,291,18.00,13.360,"N"
2008-10-17,2008,10,291,19.00,12.910,"N"
2008-10-17,2008,10,291,20.00,12.430,"N"
2008-10-18,2008,10,292,0.00,15.330,"N"
2008-10-18,2008,10,292,0.50,15.270,"N"
2008-10-18,2008,10,292,1.00,15.200,"N"
2008-10-18,2008,10,292,1.50,15.320,"N"
2008-10-18,2008,10,292,2.00,15.400,"N"
2008-10-18,2008,10,292,3.00,15.210,"N"
2008-10-18,2008,10,292,4.00,15.050,"N"
2008-10-18,2008,10,292,5.00,15.540,"N"
2008-10-18,2008,10,292,6.00,15.550,"N"
2008-10-18,2008,10,292,7.00,15.270,"N"
2008-10-18,2008,10,292,8.00,15.350,"N"
2008-10-18,2008,10,292,9.00,15.300,"N"
2008-10-18,2008,10,292,10.00,15.480,"N"
2008-10-18,2008,10,292,11.00,15.380,"N"
2008-10-18,2008,10,292,12.00,15.430,"N"
2008-10-18,2008,10,292,13.00,15.460,"N"
2008-10-18,2008,10,292,14.00,15.520,"N"
2008-10-18,2008,10,292,15.00,15.550,"N"
2008-10-18,2008,10,292,16.00,15.160,"N"
2008-10-18,2008,10,292,17.00,14.290,"N"
2008-10-18,2008,10,292,18.00,13.210,"N"
2008-10-18,2008,10,292,19.00,12.760,"N"
2008-10-18,2008,10,292,20.00,12.360,"N"
2008-10-19,2008,10,293,0.00,15.150,"N"
2008-10-19,2008,10,293,0.50,15.090,"N"
2008-10-19,2008,10,293,1.00,15.000,"N"
2008-10-19,2008,10,293,1.50,15.130,"N"
2008-10-19,2008,10,293,2.00,15.210,"N"
2008-10-19,2008,10,293,3.00,15.020,"N"
2008-10-19,2008,10,293,4.00,14.840,"N"
2008-10-19,2008,10,293,5.00,15.350,"N"
2008-10-19,2008,10,293,6.00,15.320,"N"
2008-10-19,2008,10,293,7.00,15.070,"N"
2008-10-19,2008,10,293,8.00,15.140,"N"
2008-10-19,2008,10,293,9.00,15.130,"N"
2008-10-19,2008,10,293,10.00,15.290,"N"
2008-10-19,2008,10,293,11.00,15.180,"N"
2008-10-19,2008,10,293,12.00,15.220,"N"
2008-10-19,2008,10,293,13.00,15.260,"N"
2008-10-19,2008,10,293,14.00,15.300,"N"
2008-10-19,2008,10,293,15.00,15.340,"N"
2008-10-19,2008,10,293,16.00,15.000,"N"
2008-10-19,2008,10,293,17.00,13.670,"N"
2008-10-19,2008,10,293,18.00,13.090,"N"
2008-10-19,2008,10,293,19.00,12.690,"N"
2008-10-19,2008,10,293,20.00,12.410,"N"
2008-10-20,2008,10,294,0.00,15.045,"N"
2008-10-20,2008,10,294,0.50,14.950,"N"
2008-10-20,2008,10,294,1.00,14.866,"N"
2008-10-20,2008,10,294,1.50,14.992,"N"
2008-10-20,2008,10,294,2.00,15.068,"N"
2008-10-20,2008,10,294,3.00,14.874,"N"
2008-10-20,2008,10,294,4.00,14.726,"N"
2008-10-20,2008,10,294,5.00,15.209,"N"
2008-10-20,2008,10,294,6.00,15.177,"N"
2008-10-20,2008,10,294,7.00,14.939,"N"
2008-10-20,2008,10,294,8.00,14.998,"N"
2008-10-20,2008,10,294,9.00,14.999,"N"
2008-10-20,2008,10,294,10.00,15.159,"N"
2008-10-20,2008,10,294,11.00,15.052,"N"
2008-10-20,2008,10,294,12.00,15.092,"N"
2008-10-20,2008,10,294,13.00,15.120,"N"
2008-10-20,2008,10,294,14.00,15.178,"N"
2008-10-20,2008,10,294,15.00,15.234,"N"
2008-10-20,2008,10,294,16.00,15.167,"N"
2008-10-20,2008,10,294,17.00,14.700,"N"
2008-10-20,2008,10,294,18.00,14.400,"N"
2008-10-20,2008,10,294,19.00,13.959,"N"
2008-10-20,2008,10,294,20.00,13.399,"N"
2008-10-21,2008,10,295,0.00,14.698,"N"
2008-10-21,2008,10,295,0.50,14.661,"N"
2008-10-21,2008,10,295,1.00,14.571,"N"
2008-10-21,2008,10,295,1.50,14.681,"N"
2008-10-21,2008,10,295,2.00,14.749,"N"
2008-10-21,2008,10,295,3.00,14.510,"N"
2008-10-21,2008,10,295,4.00,14.388,"N"
2008-10-21,2008,10,295,5.00,14.861,"N"
2008-10-21,2008,10,295,6.00,14.808,"N"
2008-10-21,2008,10,295,7.00,14.582,"N"
2008-10-21,2008,10,295,8.00,14.628,"N"
2008-10-21,2008,10,295,9.00,14.623,"N"
2008-10-21,2008,10,295,10.00,14.794,"N"
2008-10-21,2008,10,295,11.00,14.672,"N"
2008-10-21,2008,10,295,12.00,14.716,"N"
2008-10-21,2008,10,295,13.00,14.735,"N"
2008-10-21,2008,10,295,14.00,14.791,"N"
2008-10-21,2008,10,295,15.00,14.843,"N"
2008-10-21,2008,10,295,16.00,14.813,"N"
2008-10-21,2008,10,295,17.00,14.590,"N"
2008-10-21,2008,10,295,18.00,14.111,"N"
2008-10-21,2008,10,295,19.00,13.330,"N"
2008-10-21,2008,10,295,20.00,12.696,"N"
2008-10-22,2008,10,296,0.00,14.242,"N"
2008-10-22,2008,10,296,0.50,14.148,"N"
2008-10-22,2008,10,296,1.00,14.076,"N"
2008-10-22,2008,10,296,1.50,14.197,"N"
2008-10-22,2008,10,296,2.00,14.279,"N"
2008-10-22,2008,10,296,3.00,14.151,"N"
2008-10-22,2008,10,296,4.00,13.941,"N"
2008-10-22,2008,10,296,5.00,14.421,"N"
2008-10-22,2008,10,296,6.00,14.360,"N"
2008-10-22,2008,10,296,7.00,14.152,"N"
2008-10-22,2008,10,296,8.00,14.197,"N"
2008-10-22,2008,10,296,9.00,14.202,"N"
2008-10-22,2008,10,296,10.00,14.367,"N"
2008-10-22,2008,10,296,11.00,14.263,"N"
2008-10-22,2008,10,296,12.00,14.302,"N"
2008-10-22,2008,10,296,13.00,14.332,"N"
2008-10-22,2008,10,296,14.00,14.386,"N"
2008-10-22,2008,10,296,15.00,14.445,"N"
2008-10-22,2008,10,296,16.00,14.429,"N"
2008-10-22,2008,10,296,17.00,14.222,"N"
2008-10-22,2008,10,296,18.00,13.697,"N"
2008-10-22,2008,10,296,19.00,13.084,"N"
2008-10-22,2008,10,296,20.00,12.531,"N"
2008-10-23,2008,10,297,0.00,13.828,"N"
2008-10-23,2008,10,297,0.50,13.733,"N"
2008-10-23,2008,10,297,1.00,13.664,"N"
2008-10-23,2008,10,297,1.50,13.789,"N"
2008-10-23,2008,10,297,2.00,13.849,"N"
2008-10-23,2008,10,297,3.00,13.704,"N"
2008-10-23,2008,10,297,4.00,13.534,"N"
2008-10-23,2008,10,297,5.00,13.990,"N"
2008-10-23,2008,10,297,6.00,13.937,"N"
2008-10-23,2008,10,297,7.00,13.722,"N"
2008-10-23,2008,10,297,8.00,13.773,"N"
2008-10-23,2008,10,297,9.00,13.770,"N"
2008-10-23,2008,10,297,10.00,13.941,"N"
2008-10-23,2008,10,297,11.00,13.838,"N"
2008-10-23,2008,10,297,12.00,13.872,"N"
2008-10-23,2008,10,297,13.00,13.913,"N"
2008-10-23,2008,10,297,14.00,13.955,"N"
2008-10-23,2008,10,297,15.00,14.018,"N"
2008-10-23,2008,10,297,16.00,14.005,"N"
2008-10-23,2008,10,297,17.00,13.900,"N"
2008-10-23,2008,10,297,18.00,13.987,"N"
2008-10-23,2008,10,297,19.00,13.843,"N"
2008-10-23,2008,10,297,20.00,13.252,"N"
2008-10-25,2008,10,299,0.00,13.249,"N"
2008-10-25,2008,10,299,0.50,13.124,"N"
2008-10-25,2008,10,299,1.00,13.048,"N"
2008-10-25,2008,10,299,1.50,13.172,"N"
2008-10-25,2008,10,299,2.00,13.188,"N"
2008-10-25,2008,10,299,3.00,13.093,"N"
2008-10-25,2008,10,299,4.00,12.943,"N"
2008-10-25,2008,10,299,5.00,13.394,"N"
2008-10-25,2008,10,299,6.00,13.323,"N"
2008-10-25,2008,10,299,7.00,13.129,"N"
2008-10-25,2008,10,299,8.00,13.150,"N"
2008-10-25,2008,10,299,9.00,13.204,"N"
2008-10-25,2008,10,299,10.00,13.336,"N"
2008-10-25,2008,10,299,11.00,13.240,"N"
2008-10-25,2008,10,299,12.00,13.277,"N"
2008-10-25,2008,10,299,13.00,13.331,"N"
2008-10-25,2008,10,299,14.00,13.357,"N"
2008-10-25,2008,10,299,15.00,13.421,"N"
2008-10-25,2008,10,299,16.00,13.415,"N"
2008-10-25,2008,10,299,17.00,13.324,"N"
2008-10-25,2008,10,299,18.00,13.424,"N"
2008-10-25,2008,10,299,19.00,13.350,"N"
2008-10-25,2008,10,299,20.00,13.179,"N"
2008-10-26,2008,10,300,0.00,13.061,"N"
2008-10-26,2008,10,300,0.50,12.909,"N"
2008-10-26,2008,10,300,1.00,12.842,"N"
2008-10-26,2008,10,300,1.50,12.969,"N"
2008-10-26,2008,10,300,2.00,13.042,"N"
2008-10-26,2008,10,300,3.00,12.888,"N"
2008-10-26,2008,10,300,4.00,12.716,"N"
2008-10-26,2008,10,300,5.00,13.186,"N"
2008-10-26,2008,10,300,6.00,13.119,"N"
2008-10-26,2008,10,300,7.00,12.918,"N"
2008-10-26,2008,10,300,8.00,12.929,"N"
2008-10-26,2008,10,300,9.00,12.979,"N"
2008-10-26,2008,10,300,10.00,13.142,"N"
2008-10-26,2008,10,300,11.00,13.033,"N"
2008-10-26,2008,10,300,12.00,13.071,"N"
2008-10-26,2008,10,300,13.00,13.120,"N"
2008-10-26,2008,10,300,14.00,13.151,"N"
2008-10-26,2008,10,300,15.00,13.229,"N"
2008-10-26,2008,10,300,16.00,13.225,"N"
2008-10-26,2008,10,300,17.00,13.131,"N"
2008-10-26,2008,10,300,18.00,13.233,"N"
2008-10-26,2008,10,300,19.00,13.155,"N"
2008-10-26,2008,10,300,20.00,12.981,"N"
2008-10-27,2008,10,301,0.00,12.546,"N"
2008-10-27,2008,10,301,0.50,12.394,"N"
2008-10-27,2008,10,301,1.00,12.344,"N"
2008-10-27,2008,10,301,1.50,12.468,"N"
2008-10-27,2008,10,301,2.00,12.594,"N"
2008-10-27,2008,10,301,3.00,12.392,"N"
2008-10-27,2008,10,301,4.00,12.210,"N"
2008-10-27,2008,10,301,5.00,12.661,"N"
2008-10-27,2008,10,301,6.00,12.614,"N"
2008-10-27,2008,10,301,7.00,12.410,"N"
2008-10-27,2008,10,301,8.00,12.381,"N"
2008-10-27,2008,10,301,9.00,12.473,"N"
2008-10-27,2008,10,301,10.00,12.634,"N"
2008-10-27,2008,10,301,11.00,12.520,"N"
2008-10-27,2008,10,301,12.00,12.545,"N"
2008-10-27,2008,10,301,13.00,12.601,"N"
2008-10-27,2008,10,301,14.00,12.576,"N"
2008-10-27,2008,10,301,15.00,12.697,"N"
2008-10-27,2008,10,301,16.00,12.693,"N"
2008-10-27,2008,10,301,17.00,12.586,"N"
2008-10-27,2008,10,301,18.00,12.674,"N"
2008-10-27,2008,10,301,19.00,12.590,"N"
2008-10-27,2008,10,301,20.00,12.455,"N"
2008-10-28,2008,10,302,0.00,12.021,
2008-10-28,2008,10,302,0.50,11.949,
2008-10-28,2008,10,302,1.00,11.828,
2008-10-28,2008,10,302,1.50,11.955,
2008-10-28,2008,10,302,2.00,12.041,
2008-10-28,2008,10,302,3.00,11.861,
2008-10-28,2008,10,302,4.00,11.705,
2008-10-28,2008,10,302,5.00,12.175,
2008-10-28,2008,10,302,6.00,12.089,
2008-10-28,2008,10,302,7.00,11.875,
2008-10-28,2008,10,302,8.00,12.050,
2008-10-28,2008,10,302,9.00,11.924,
2008-10-28,2008,10,302,10.00,12.076,
2008-10-28,2008,10,302,11.00,11.963,
2008-10-28,2008,10,302,12.00,12.033,
2008-10-28,2008,10,302,13.00,12.047,
2008-10-28,2008,10,302,14.00,12.031,
2008-10-28,2008,10,302,15.00,12.128,
2008-10-28,2008,10,302,16.00,12.115,
2008-10-28,2008,10,302,17.00,11.992,
2008-10-28,2008,10,302,18.00,12.076,
2008-10-28,2008,10,302,19.00,11.972,
2008-10-28,2008,10,302,20.00,11.809,
2008-10-29,2008,10,303,0.00,11.958,
2008-10-29,2008,10,303,0.50,11.888,
2008-10-29,2008,10,303,1.00,11.764,
2008-10-29,2008,10,303,1.50,11.865,
2008-10-29,2008,10,303,2.00,11.926,
2008-10-29,2008,10,303,3.00,11.731,
2008-10-29,2008,10,303,4.00,11.584,
2008-10-29,2008,10,303,5.00,12.106,
2008-10-29,2008,10,303,6.00,11.952,
2008-10-29,2008,10,303,7.00,11.746,
2008-10-29,2008,10,303,8.00,11.960,
2008-10-29,2008,10,303,9.00,11.807,
2008-10-29,2008,10,303,10.00,11.949,
2008-10-29,2008,10,303,11.00,11.851,
2008-10-29,2008,10,303,12.00,11.915,
2008-10-29,2008,10,303,13.00,11.939,
2008-10-29,2008,10,303,14.00,11.980,
2008-10-29,2008,10,303,15.00,12.032,
2008-10-29,2008,10,303,16.00,12.021,
2008-10-29,2008,10,303,17.00,11.900,
2008-10-29,2008,10,303,18.00,11.976,
2008-10-29,2008,10,303,19.00,11.866,
2008-10-29,2008,10,303,20.00,11.708,
2008-10-30,2008,10,304,0.00,11.725,
2008-10-30,2008,10,304,0.50,11.662,
2008-10-30,2008,10,304,1.00,11.559,
2008-10-30,2008,10,304,1.50,11.687,
2008-10-30,2008,10,304,2.00,11.775,
2008-10-30,2008,10,304,3.00,11.600,
2008-10-30,2008,10,304,4.00,11.432,
2008-10-30,2008,10,304,5.00,11.964,
2008-10-30,2008,10,304,6.00,11.819,
2008-10-30,2008,10,304,7.00,11.613,
2008-10-30,2008,10,304,8.00,11.789,
2008-10-30,2008,10,304,9.00,11.674,
2008-10-30,2008,10,304,10.00,11.826,
2008-10-30,2008,10,304,11.00,11.717,
2008-10-30,2008,10,304,12.00,11.779,
2008-10-30,2008,10,304,13.00,11.822,
2008-10-30,2008,10,304,14.00,11.910,
2008-10-30,2008,10,304,15.00,11.907,
2008-10-30,2008,10,304,16.00,11.897,
2008-10-30,2008,10,304,17.00,11.783,
2008-10-30,2008,10,304,18.00,11.856,
2008-10-30,2008,10,304,19.00,11.747,
2008-10-30,2008,10,304,20.00,11.564,
2008-10-31,2008,10,305,0.00,11.601,
2008-10-31,2008,10,305,0.50,11.510,
2008-10-31,2008,10,305,1.00,11.400,
2008-10-31,2008,10,305,1.50,11.532,
2008-10-31,2008,10,305,2.00,11.632,
2008-10-31,2008,10,305,3.00,11.448,
2008-10-31,2008,10,305,4.00,11.272,
2008-10-31,2008,10,305,5.00,11.797,
2008-10-31,2008,10,305,6.00,11.666,
2008-10-31,2008,10,305,7.00,11.500,
2008-10-31,2008,10,305,8.00,11.620,
2008-10-31,2008,10,305,9.00,11.554,
2008-10-31,2008,10,305,10.00,11.693,
2008-10-31,2008,10,305,11.00,11.597,
2008-10-31,2008,10,305,12.00,11.632,
2008-10-31,2008,10,305,13.00,11.690,
2008-10-31,2008,10,305,14.00,11.850,
2008-10-31,2008,10,305,15.00,11.774,
2008-10-31,2008,10,305,16.00,11.757,
2008-10-31,2008,10,305,17.00,11.521,
2008-10-31,2008,10,305,18.00,11.460,
2008-10-31,2008,10,305,19.00,11.324,
2008-10-31,2008,10,305,20.00,11.126,
2008-11-01,2008,11,306,0.00,11.470,
2008-11-01,2008,11,306,0.50,11.348,
2008-11-01,2008,11,306,1.00,11.266,
2008-11-01,2008,11,306,1.50,11.391,
2008-11-01,2008,11,306,2.00,11.473,
2008-11-01,2008,11,306,3.00,11.303,
2008-11-01,2008,11,306,4.00,11.136,
2008-11-01,2008,11,306,5.00,11.631,
2008-11-01,2008,11,306,6.00,11.538,
2008-11-01,2008,11,306,7.00,11.318,
2008-11-01,2008,11,306,8.00,11.443,
2008-11-01,2008,11,306,9.00,11.382,
2008-11-01,2008,11,306,10.00,11.544,
2008-11-01,2008,11,306,11.00,11.422,
2008-11-01,2008,11,306,12.00,11.472,
2008-11-01,2008,11,306,13.00,11.497,
2008-11-01,2008,11,306,14.00,11.658,
2008-11-01,2008,11,306,15.00,11.526,
2008-11-01,2008,11,306,16.00,11.484,
2008-11-01,2008,11,306,17.00,11.373,
2008-11-01,2008,11,306,18.00,11.451,
2008-11-01,2008,11,306,19.00,11.397,
