sampledate,year4,month,daynum,depth,wtemp,flag_wtemp
2006-06-27,2006,6,178,0.00,22.205,"N"
2006-06-27,2006,6,178,0.50,22.202,"N"
2006-06-27,2006,6,178,1.00,22.244,"N"
2006-06-27,2006,6,178,1.50,22.219,"N"
2006-06-27,2006,6,178,2.00,22.259,"N"
2006-06-27,2006,6,178,2.50,22.214,"N"
2006-06-27,2006,6,178,3.00,22.055,"N"
2006-06-27,2006,6,178,3.50,22.230,"N"
2006-06-27,2006,6,178,4.00,22.240,"N"
2006-06-27,2006,6,178,4.50,22.149,"N"
2006-06-27,2006,6,178,5.00,22.081,"N"
2006-06-27,2006,6,178,5.50,21.981,"N"
2006-06-27,2006,6,178,6.00,21.793,"N"
2006-06-27,2006,6,178,6.50,21.735,"N"
2006-06-27,2006,6,178,7.00,21.660,"N"
2006-06-27,2006,6,178,8.00,15.575,"N"
2006-06-27,2006,6,178,9.00,13.342,"N"
2006-06-27,2006,6,178,10.00,13.084,"N"
2006-06-27,2006,6,178,11.00,12.661,"N"
2006-06-27,2006,6,178,12.00,12.389,"N"
2006-06-27,2006,6,178,13.00,12.238,"N"
2006-06-27,2006,6,178,14.00,12.123,"N"
2006-06-27,2006,6,178,15.00,11.925,"N"
2006-06-28,2006,6,179,0.00,22.245,"N"
2006-06-28,2006,6,179,0.50,22.246,"N"
2006-06-28,2006,6,179,1.00,22.272,"N"
2006-06-28,2006,6,179,1.50,22.233,"N"
2006-06-28,2006,6,179,2.00,22.268,"N"
2006-06-28,2006,6,179,2.50,22.227,"N"
2006-06-28,2006,6,179,3.00,22.066,"N"
2006-06-28,2006,6,179,3.50,22.237,"N"
2006-06-28,2006,6,179,4.00,22.229,"N"
2006-06-28,2006,6,179,4.50,22.141,"N"
2006-06-28,2006,6,179,5.00,22.115,"N"
2006-06-28,2006,6,179,5.50,21.986,"N"
2006-06-28,2006,6,179,6.00,21.572,"N"
2006-06-28,2006,6,179,6.50,20.931,"N"
2006-06-28,2006,6,179,7.00,20.000,"N"
2006-06-28,2006,6,179,8.00,17.029,"N"
2006-06-28,2006,6,179,9.00,14.774,"N"
2006-06-28,2006,6,179,10.00,13.670,"N"
2006-06-28,2006,6,179,11.00,13.016,"N"
2006-06-28,2006,6,179,12.00,12.678,"N"
2006-06-28,2006,6,179,13.00,12.138,"N"
2006-06-28,2006,6,179,14.00,11.777,"N"
2006-06-28,2006,6,179,15.00,11.571,"N"
2006-06-29,2006,6,180,0.00,23.403,"N"
2006-06-29,2006,6,180,0.50,22.942,"N"
2006-06-29,2006,6,180,1.00,22.594,"N"
2006-06-29,2006,6,180,1.50,22.343,"N"
2006-06-29,2006,6,180,2.00,22.249,"N"
2006-06-29,2006,6,180,2.50,22.135,"N"
2006-06-29,2006,6,180,3.00,21.907,"N"
2006-06-29,2006,6,180,3.50,22.030,"N"
2006-06-29,2006,6,180,4.00,21.975,"N"
2006-06-29,2006,6,180,4.50,21.856,"N"
2006-06-29,2006,6,180,5.00,21.821,"N"
2006-06-29,2006,6,180,5.50,21.642,"N"
2006-06-29,2006,6,180,6.00,21.228,"N"
2006-06-29,2006,6,180,6.50,20.667,"N"
2006-06-29,2006,6,180,7.00,20.004,"N"
2006-06-29,2006,6,180,8.00,18.471,"N"
2006-06-29,2006,6,180,9.00,16.357,"N"
2006-06-29,2006,6,180,10.00,14.555,"N"
2006-06-29,2006,6,180,11.00,13.286,"N"
2006-06-29,2006,6,180,12.00,12.596,"N"
2006-06-29,2006,6,180,13.00,11.956,"N"
2006-06-29,2006,6,180,14.00,11.610,"N"
2006-06-29,2006,6,180,15.00,11.406,"N"
2006-06-30,2006,6,181,0.00,23.416,"N"
2006-06-30,2006,6,181,0.50,23.316,"N"
2006-06-30,2006,6,181,1.00,23.175,"N"
2006-06-30,2006,6,181,1.50,22.944,"N"
2006-06-30,2006,6,181,2.00,22.751,"N"
2006-06-30,2006,6,181,2.50,22.640,"N"
2006-06-30,2006,6,181,3.00,22.397,"N"
2006-06-30,2006,6,181,3.50,22.490,"N"
2006-06-30,2006,6,181,4.00,22.389,"N"
2006-06-30,2006,6,181,4.50,22.125,"N"
2006-06-30,2006,6,181,5.00,21.818,"N"
2006-06-30,2006,6,181,5.50,21.544,"N"
2006-06-30,2006,6,181,6.00,21.197,"N"
2006-06-30,2006,6,181,6.50,20.912,"N"
2006-06-30,2006,6,181,7.00,20.389,"N"
2006-06-30,2006,6,181,8.00,18.917,"N"
2006-06-30,2006,6,181,9.00,16.185,"N"
2006-06-30,2006,6,181,10.00,13.724,"N"
2006-06-30,2006,6,181,11.00,12.880,"N"
2006-06-30,2006,6,181,12.00,12.191,"N"
2006-06-30,2006,6,181,13.00,11.738,"N"
2006-06-30,2006,6,181,14.00,11.565,"N"
2006-06-30,2006,6,181,15.00,11.390,"N"
2006-07-01,2006,7,182,0.00,22.321,"N"
2006-07-01,2006,7,182,0.50,22.305,"N"
2006-07-01,2006,7,182,1.00,22.327,"N"
2006-07-01,2006,7,182,1.50,22.287,"N"
2006-07-01,2006,7,182,2.00,22.310,"N"
2006-07-01,2006,7,182,2.50,22.263,"N"
2006-07-01,2006,7,182,3.00,22.079,"N"
2006-07-01,2006,7,182,3.50,22.237,"N"
2006-07-01,2006,7,182,4.00,22.204,"N"
2006-07-01,2006,7,182,4.50,21.992,"N"
2006-07-01,2006,7,182,5.00,21.864,"N"
2006-07-01,2006,7,182,5.50,21.794,"N"
2006-07-01,2006,7,182,6.00,21.684,"N"
2006-07-01,2006,7,182,6.50,21.571,"N"
2006-07-01,2006,7,182,7.00,21.274,"N"
2006-07-01,2006,7,182,8.00,19.841,"N"
2006-07-01,2006,7,182,9.00,16.469,"N"
2006-07-01,2006,7,182,10.00,14.304,"N"
2006-07-01,2006,7,182,11.00,12.871,"N"
2006-07-01,2006,7,182,12.00,12.086,"N"
2006-07-01,2006,7,182,13.00,11.558,"N"
2006-07-01,2006,7,182,14.00,11.244,"N"
2006-07-01,2006,7,182,15.00,11.122,"N"
2006-07-02,2006,7,183,0.00,22.762,"N"
2006-07-02,2006,7,183,0.50,22.709,"N"
2006-07-02,2006,7,183,1.00,22.697,"N"
2006-07-02,2006,7,183,1.50,22.611,"N"
2006-07-02,2006,7,183,2.00,22.582,"N"
2006-07-02,2006,7,183,2.50,22.492,"N"
2006-07-02,2006,7,183,3.00,22.261,"N"
2006-07-02,2006,7,183,3.50,22.361,"N"
2006-07-02,2006,7,183,4.00,22.259,"N"
2006-07-02,2006,7,183,4.50,22.107,"N"
2006-07-02,2006,7,183,5.00,22.009,"N"
2006-07-02,2006,7,183,5.50,21.916,"N"
2006-07-02,2006,7,183,6.00,21.610,"N"
2006-07-02,2006,7,183,6.50,21.245,"N"
2006-07-02,2006,7,183,7.00,20.898,"N"
2006-07-02,2006,7,183,8.00,18.925,"N"
2006-07-02,2006,7,183,9.00,16.614,"N"
2006-07-02,2006,7,183,10.00,15.205,"N"
2006-07-02,2006,7,183,11.00,14.321,"N"
2006-07-02,2006,7,183,12.00,13.676,"N"
2006-07-02,2006,7,183,13.00,13.124,"N"
2006-07-02,2006,7,183,14.00,12.729,"N"
2006-07-02,2006,7,183,15.00,12.414,"N"
2006-07-03,2006,7,184,0.00,23.037,"N"
2006-07-03,2006,7,184,0.50,23.001,"N"
2006-07-03,2006,7,184,1.00,23.013,"N"
2006-07-03,2006,7,184,1.50,22.944,"N"
2006-07-03,2006,7,184,2.00,22.956,"N"
2006-07-03,2006,7,184,2.50,22.897,"N"
2006-07-03,2006,7,184,3.00,22.641,"N"
2006-07-03,2006,7,184,3.50,22.745,"N"
2006-07-03,2006,7,184,4.00,22.693,"N"
2006-07-03,2006,7,184,4.50,22.594,"N"
2006-07-03,2006,7,184,5.00,22.533,"N"
2006-07-03,2006,7,184,5.50,22.408,"N"
2006-07-03,2006,7,184,6.00,22.021,"N"
2006-07-03,2006,7,184,6.50,21.458,"N"
2006-07-03,2006,7,184,7.00,20.639,"N"
2006-07-03,2006,7,184,8.00,19.361,"N"
2006-07-03,2006,7,184,9.00,16.925,"N"
2006-07-03,2006,7,184,10.00,15.155,"N"
2006-07-03,2006,7,184,11.00,13.754,"N"
2006-07-03,2006,7,184,12.00,12.940,"N"
2006-07-03,2006,7,184,13.00,12.420,"N"
2006-07-03,2006,7,184,14.00,12.108,"N"
2006-07-03,2006,7,184,15.00,11.864,"N"
2006-07-04,2006,7,185,0.00,23.734,"N"
2006-07-04,2006,7,185,0.50,23.713,"N"
2006-07-04,2006,7,185,1.00,23.732,"N"
2006-07-04,2006,7,185,1.50,23.677,"N"
2006-07-04,2006,7,185,2.00,23.702,"N"
2006-07-04,2006,7,185,2.50,23.660,"N"
2006-07-04,2006,7,185,3.00,23.385,"N"
2006-07-04,2006,7,185,3.50,23.377,"N"
2006-07-04,2006,7,185,4.00,23.185,"N"
2006-07-04,2006,7,185,4.50,22.931,"N"
2006-07-04,2006,7,185,5.00,22.732,"N"
2006-07-04,2006,7,185,5.50,22.459,"N"
2006-07-04,2006,7,185,6.00,21.964,"N"
2006-07-04,2006,7,185,6.50,21.331,"N"
2006-07-04,2006,7,185,7.00,20.957,"N"
2006-07-04,2006,7,185,8.00,20.128,"N"
2006-07-04,2006,7,185,9.00,17.201,"N"
2006-07-04,2006,7,185,10.00,14.320,"N"
2006-07-04,2006,7,185,11.00,13.031,"N"
2006-07-04,2006,7,185,12.00,12.330,"N"
2006-07-04,2006,7,185,13.00,11.991,"N"
2006-07-04,2006,7,185,14.00,11.763,"N"
2006-07-04,2006,7,185,15.00,11.544,"N"
2006-07-05,2006,7,186,0.00,24.288,"N"
2006-07-05,2006,7,186,0.50,24.235,"N"
2006-07-05,2006,7,186,1.00,24.207,"N"
2006-07-05,2006,7,186,1.50,24.105,"N"
2006-07-05,2006,7,186,2.00,24.039,"N"
2006-07-05,2006,7,186,2.50,23.922,"N"
2006-07-05,2006,7,186,3.00,23.594,"N"
2006-07-05,2006,7,186,3.50,23.513,"N"
2006-07-05,2006,7,186,4.00,23.287,"N"
2006-07-05,2006,7,186,4.50,23.015,"N"
2006-07-05,2006,7,186,5.00,22.811,"N"
2006-07-05,2006,7,186,5.50,22.644,"N"
2006-07-05,2006,7,186,6.00,22.336,"N"
2006-07-05,2006,7,186,6.50,21.949,"N"
2006-07-05,2006,7,186,7.00,21.576,"N"
2006-07-05,2006,7,186,8.00,20.324,"N"
2006-07-05,2006,7,186,9.00,16.312,"N"
2006-07-05,2006,7,186,10.00,13.349,"N"
2006-07-05,2006,7,186,11.00,12.712,"N"
2006-07-05,2006,7,186,12.00,12.403,"N"
2006-07-05,2006,7,186,13.00,12.107,"N"
2006-07-05,2006,7,186,14.00,11.908,"N"
2006-07-05,2006,7,186,15.00,11.706,"N"
2006-07-06,2006,7,187,0.00,25.031,"N"
2006-07-06,2006,7,187,0.50,24.459,"N"
2006-07-06,2006,7,187,1.00,24.272,"N"
2006-07-06,2006,7,187,1.50,24.084,"N"
2006-07-06,2006,7,187,2.00,23.986,"N"
2006-07-06,2006,7,187,2.50,23.909,"N"
2006-07-06,2006,7,187,3.00,23.576,"N"
2006-07-06,2006,7,187,3.50,23.640,"N"
2006-07-06,2006,7,187,4.00,23.476,"N"
2006-07-06,2006,7,187,4.50,23.282,"N"
2006-07-06,2006,7,187,5.00,23.084,"N"
2006-07-06,2006,7,187,5.50,22.731,"N"
2006-07-06,2006,7,187,6.00,22.172,"N"
2006-07-06,2006,7,187,6.50,21.622,"N"
2006-07-06,2006,7,187,7.00,20.984,"N"
2006-07-06,2006,7,187,8.00,19.611,"N"
2006-07-06,2006,7,187,9.00,16.806,"N"
2006-07-06,2006,7,187,10.00,14.932,"N"
2006-07-06,2006,7,187,11.00,13.572,"N"
2006-07-06,2006,7,187,12.00,12.638,"N"
2006-07-06,2006,7,187,13.00,12.173,"N"
2006-07-06,2006,7,187,14.00,11.906,"N"
2006-07-06,2006,7,187,15.00,11.729,"N"
2006-07-07,2006,7,188,0.00,24.240,"N"
2006-07-07,2006,7,188,0.50,24.122,"N"
2006-07-07,2006,7,188,1.00,24.087,"N"
2006-07-07,2006,7,188,1.50,23.978,"N"
2006-07-07,2006,7,188,2.00,23.988,"N"
2006-07-07,2006,7,188,2.50,24.000,"N"
2006-07-07,2006,7,188,3.00,23.728,"N"
2006-07-07,2006,7,188,3.50,23.832,"N"
2006-07-07,2006,7,188,4.00,23.692,"N"
2006-07-07,2006,7,188,4.50,23.425,"N"
2006-07-07,2006,7,188,5.00,23.173,"N"
2006-07-07,2006,7,188,5.50,22.548,"N"
2006-07-07,2006,7,188,6.00,21.728,"N"
2006-07-07,2006,7,188,6.50,21.405,"N"
2006-07-07,2006,7,188,7.00,21.087,"N"
2006-07-07,2006,7,188,8.00,20.002,"N"
2006-07-07,2006,7,188,9.00,16.840,"N"
2006-07-07,2006,7,188,10.00,14.613,"N"
2006-07-07,2006,7,188,11.00,13.207,"N"
2006-07-07,2006,7,188,12.00,12.177,"N"
2006-07-07,2006,7,188,13.00,11.805,"N"
2006-07-07,2006,7,188,14.00,11.587,"N"
2006-07-07,2006,7,188,15.00,11.335,"N"
2006-07-09,2006,7,190,0.00,24.271,"N"
2006-07-09,2006,7,190,0.50,24.250,"N"
2006-07-09,2006,7,190,1.00,24.275,"N"
2006-07-09,2006,7,190,1.50,24.240,"N"
2006-07-09,2006,7,190,2.00,24.294,"N"
2006-07-09,2006,7,190,2.50,24.220,"N"
2006-07-09,2006,7,190,3.00,24.122,"N"
2006-07-09,2006,7,190,3.50,24.297,"N"
2006-07-09,2006,7,190,4.00,24.273,"N"
2006-07-09,2006,7,190,4.50,24.196,"N"
2006-07-09,2006,7,190,5.00,24.139,"N"
2006-07-09,2006,7,190,5.50,24.079,"N"
2006-07-09,2006,7,190,6.00,23.951,"N"
2006-07-09,2006,7,190,6.50,23.504,"N"
2006-07-09,2006,7,190,7.00,22.001,"N"
2006-07-09,2006,7,190,8.00,18.896,"N"
2006-07-09,2006,7,190,9.00,15.291,"N"
2006-07-09,2006,7,190,10.00,14.044,"N"
2006-07-09,2006,7,190,11.00,13.341,"N"
2006-07-09,2006,7,190,12.00,12.861,"N"
2006-07-09,2006,7,190,13.00,12.440,"N"
2006-07-09,2006,7,190,14.00,12.095,"N"
2006-07-09,2006,7,190,15.00,11.821,"N"
2006-07-10,2006,7,191,0.00,24.142,"N"
2006-07-10,2006,7,191,0.50,24.050,"N"
2006-07-10,2006,7,191,1.00,24.028,"N"
2006-07-10,2006,7,191,1.50,23.935,"N"
2006-07-10,2006,7,191,2.00,23.931,"N"
2006-07-10,2006,7,191,2.50,23.930,"N"
2006-07-10,2006,7,191,3.00,23.667,"N"
2006-07-10,2006,7,191,3.50,23.802,"N"
2006-07-10,2006,7,191,4.00,23.771,"N"
2006-07-10,2006,7,191,4.50,23.719,"N"
2006-07-10,2006,7,191,5.00,23.689,"N"
2006-07-10,2006,7,191,5.50,23.564,"N"
2006-07-10,2006,7,191,6.00,23.214,"N"
2006-07-10,2006,7,191,6.50,22.863,"N"
2006-07-10,2006,7,191,7.00,22.143,"N"
2006-07-10,2006,7,191,8.00,20.126,"N"
2006-07-10,2006,7,191,9.00,18.334,"N"
2006-07-10,2006,7,191,10.00,16.029,"N"
2006-07-10,2006,7,191,11.00,14.184,"N"
2006-07-10,2006,7,191,12.00,13.300,"N"
2006-07-10,2006,7,191,13.00,12.488,"N"
2006-07-10,2006,7,191,14.00,12.088,"N"
2006-07-10,2006,7,191,15.00,11.740,"N"
2006-07-11,2006,7,192,0.00,23.278,"N"
2006-07-11,2006,7,192,0.50,23.270,"N"
2006-07-11,2006,7,192,1.00,23.292,"N"
2006-07-11,2006,7,192,1.50,23.260,"N"
2006-07-11,2006,7,192,2.00,23.307,"N"
2006-07-11,2006,7,192,2.50,23.296,"N"
2006-07-11,2006,7,192,3.00,23.129,"N"
2006-07-11,2006,7,192,3.50,23.303,"N"
2006-07-11,2006,7,192,4.00,23.285,"N"
2006-07-11,2006,7,192,4.50,23.187,"N"
2006-07-11,2006,7,192,5.00,23.108,"N"
2006-07-11,2006,7,192,5.50,22.991,"N"
2006-07-11,2006,7,192,6.00,22.900,"N"
2006-07-11,2006,7,192,6.50,22.825,"N"
2006-07-11,2006,7,192,7.00,22.719,"N"
2006-07-11,2006,7,192,8.00,22.025,"N"
2006-07-11,2006,7,192,9.00,18.892,"N"
2006-07-11,2006,7,192,10.00,15.103,"N"
2006-07-11,2006,7,192,11.00,13.234,"N"
2006-07-11,2006,7,192,12.00,12.260,"N"
2006-07-11,2006,7,192,13.00,11.686,"N"
2006-07-11,2006,7,192,14.00,11.446,"N"
2006-07-11,2006,7,192,15.00,11.297,"N"
2006-07-14,2006,7,195,0.00,25.603,"N"
2006-07-14,2006,7,195,2.00,25.521,"N"
2006-07-14,2006,7,195,4.00,25.340,"N"
2006-07-14,2006,7,195,8.00,15.910,"N"
2006-07-14,2006,7,195,13.00,11.846,"N"
2006-07-15,2006,7,196,0.00,25.668,"N"
2006-07-15,2006,7,196,2.00,25.544,"N"
2006-07-15,2006,7,196,4.00,24.916,"N"
2006-07-15,2006,7,196,8.00,16.900,"N"
2006-07-15,2006,7,196,13.00,12.151,"N"
2006-07-16,2006,7,197,0.00,25.763,"N"
2006-07-16,2006,7,197,2.00,25.710,"N"
2006-07-16,2006,7,197,4.00,24.997,"N"
2006-07-16,2006,7,197,8.00,17.055,"N"
2006-07-16,2006,7,197,13.00,11.895,"N"
2006-07-17,2006,7,198,0.00,25.549,"N"
2006-07-17,2006,7,198,2.00,25.483,"N"
2006-07-17,2006,7,198,4.00,25.285,"N"
2006-07-17,2006,7,198,8.00,16.616,"N"
2006-07-17,2006,7,198,13.00,12.119,"N"
2006-07-18,2006,7,199,0.00,26.082,"N"
2006-07-18,2006,7,199,2.00,25.970,"N"
2006-07-18,2006,7,199,4.00,25.518,"N"
2006-07-18,2006,7,199,8.00,18.900,"N"
2006-07-18,2006,7,199,13.00,12.474,"N"
2006-07-19,2006,7,200,0.00,25.210,"N"
2006-07-19,2006,7,200,2.00,25.190,"N"
2006-07-19,2006,7,200,4.00,25.099,"N"
2006-07-19,2006,7,200,8.00,16.190,"N"
2006-07-19,2006,7,200,13.00,12.180,"N"
2006-07-20,2006,7,201,0.00,25.233,"N"
2006-07-20,2006,7,201,2.00,25.236,"N"
2006-07-20,2006,7,201,4.00,25.247,"N"
2006-07-20,2006,7,201,8.00,17.631,"N"
2006-07-20,2006,7,201,13.00,12.214,"N"
2006-08-08,2006,8,220,0.00,26.580,"N"
2006-08-08,2006,8,220,0.50,26.543,"N"
2006-08-08,2006,8,220,1.00,26.412,"N"
2006-08-08,2006,8,220,1.50,26.220,"N"
2006-08-08,2006,8,220,2.00,26.121,"N"
2006-08-08,2006,8,220,2.50,25.971,"N"
2006-08-08,2006,8,220,3.00,25.822,"N"
2006-08-08,2006,8,220,3.50,26.013,"N"
2006-08-08,2006,8,220,4.00,25.943,"N"
2006-08-08,2006,8,220,4.50,25.872,"N"
2006-08-08,2006,8,220,5.00,25.840,"N"
2006-08-08,2006,8,220,5.50,25.848,"N"
2006-08-08,2006,8,220,6.00,25.777,"N"
2006-08-08,2006,8,220,6.50,25.737,"N"
2006-08-08,2006,8,220,7.00,25.617,"N"
2006-08-08,2006,8,220,8.00,23.302,"N"
2006-08-08,2006,8,220,9.00,20.856,"N"
2006-08-08,2006,8,220,10.00,17.620,"N"
2006-08-08,2006,8,220,11.00,15.267,"N"
2006-08-08,2006,8,220,12.00,13.271,"N"
2006-08-08,2006,8,220,13.00,12.257,"N"
2006-08-08,2006,8,220,14.00,12.046,"N"
2006-08-08,2006,8,220,15.00,11.769,"N"
2006-08-09,2006,8,221,0.00,26.225,"N"
2006-08-09,2006,8,221,0.50,26.249,"N"
2006-08-09,2006,8,221,1.00,26.189,"N"
2006-08-09,2006,8,221,1.50,26.039,"N"
2006-08-09,2006,8,221,2.00,25.946,"N"
2006-08-09,2006,8,221,2.50,25.791,"N"
2006-08-09,2006,8,221,3.00,25.633,"N"
2006-08-09,2006,8,221,3.50,25.774,"N"
2006-08-09,2006,8,221,4.00,25.698,"N"
2006-08-09,2006,8,221,4.50,25.642,"N"
2006-08-09,2006,8,221,5.00,25.619,"N"
2006-08-09,2006,8,221,5.50,25.638,"N"
2006-08-09,2006,8,221,6.00,25.558,"N"
2006-08-09,2006,8,221,6.50,25.595,"N"
2006-08-09,2006,8,221,7.00,25.574,"N"
2006-08-09,2006,8,221,8.00,23.876,"N"
2006-08-09,2006,8,221,9.00,19.984,"N"
2006-08-09,2006,8,221,10.00,17.079,"N"
2006-08-09,2006,8,221,11.00,14.964,"N"
2006-08-09,2006,8,221,12.00,13.483,"N"
2006-08-09,2006,8,221,13.00,12.739,"N"
2006-08-09,2006,8,221,14.00,12.265,"N"
2006-08-09,2006,8,221,15.00,11.949,"N"
2006-08-10,2006,8,222,0.00,26.045,"N"
2006-08-10,2006,8,222,0.50,26.094,"N"
2006-08-10,2006,8,222,1.00,26.105,"N"
2006-08-10,2006,8,222,1.50,26.087,"N"
2006-08-10,2006,8,222,2.00,26.088,"N"
2006-08-10,2006,8,222,2.50,25.974,"N"
2006-08-10,2006,8,222,3.00,25.807,"N"
2006-08-10,2006,8,222,3.50,25.951,"N"
2006-08-10,2006,8,222,4.00,25.858,"N"
2006-08-10,2006,8,222,4.50,25.791,"N"
2006-08-10,2006,8,222,5.00,25.762,"N"
2006-08-10,2006,8,222,5.50,25.759,"N"
2006-08-10,2006,8,222,6.00,25.670,"N"
2006-08-10,2006,8,222,6.50,25.673,"N"
2006-08-10,2006,8,222,7.00,25.602,"N"
2006-08-10,2006,8,222,8.00,23.736,"N"
2006-08-10,2006,8,222,9.00,21.129,"N"
2006-08-10,2006,8,222,10.00,18.429,"N"
2006-08-10,2006,8,222,11.00,15.674,"N"
2006-08-10,2006,8,222,12.00,13.951,"N"
2006-08-10,2006,8,222,13.00,12.996,"N"
2006-08-10,2006,8,222,14.00,12.469,"N"
2006-08-10,2006,8,222,15.00,12.088,"N"
2006-08-11,2006,8,223,0.00,25.275,"N"
2006-08-11,2006,8,223,0.50,25.388,"N"
2006-08-11,2006,8,223,1.00,25.423,"N"
2006-08-11,2006,8,223,1.50,25.406,"N"
2006-08-11,2006,8,223,2.00,25.411,"N"
2006-08-11,2006,8,223,2.50,25.318,"N"
2006-08-11,2006,8,223,3.00,25.216,"N"
2006-08-11,2006,8,223,3.50,25.402,"N"
2006-08-11,2006,8,223,4.00,25.365,"N"
2006-08-11,2006,8,223,4.50,25.307,"N"
2006-08-11,2006,8,223,5.00,25.277,"N"
2006-08-11,2006,8,223,5.50,25.296,"N"
2006-08-11,2006,8,223,6.00,25.148,"N"
2006-08-11,2006,8,223,6.50,25.274,"N"
2006-08-11,2006,8,223,7.00,25.249,"N"
2006-08-11,2006,8,223,8.00,25.032,"N"
2006-08-11,2006,8,223,9.00,21.124,"N"
2006-08-11,2006,8,223,10.00,18.319,"N"
2006-08-11,2006,8,223,11.00,15.124,"N"
2006-08-11,2006,8,223,12.00,13.112,"N"
2006-08-11,2006,8,223,13.00,12.466,"N"
2006-08-11,2006,8,223,14.00,12.097,"N"
2006-08-11,2006,8,223,15.00,11.827,"N"
2006-08-12,2006,8,224,0.00,25.280,"N"
2006-08-12,2006,8,224,0.50,25.338,"N"
2006-08-12,2006,8,224,1.00,25.355,"N"
2006-08-12,2006,8,224,1.50,25.316,"N"
2006-08-12,2006,8,224,2.00,25.293,"N"
2006-08-12,2006,8,224,2.50,25.136,"N"
2006-08-12,2006,8,224,3.00,24.998,"N"
2006-08-12,2006,8,224,3.50,25.121,"N"
2006-08-12,2006,8,224,4.00,25.040,"N"
2006-08-12,2006,8,224,4.50,24.945,"N"
2006-08-12,2006,8,224,5.00,24.877,"N"
2006-08-12,2006,8,224,5.50,24.874,"N"
2006-08-12,2006,8,224,6.00,24.801,"N"
2006-08-12,2006,8,224,6.50,24.784,"N"
2006-08-12,2006,8,224,7.00,24.723,"N"
2006-08-12,2006,8,224,8.00,24.372,"N"
2006-08-12,2006,8,224,9.00,20.887,"N"
2006-08-12,2006,8,224,10.00,17.174,"N"
2006-08-12,2006,8,224,11.00,14.074,"N"
2006-08-12,2006,8,224,12.00,13.040,"N"
2006-08-12,2006,8,224,13.00,12.649,"N"
2006-08-12,2006,8,224,14.00,12.375,"N"
2006-08-12,2006,8,224,15.00,12.095,"N"
2006-08-13,2006,8,225,0.00,24.903,"N"
2006-08-13,2006,8,225,0.50,24.961,"N"
2006-08-13,2006,8,225,1.00,24.993,"N"
2006-08-13,2006,8,225,1.50,24.980,"N"
2006-08-13,2006,8,225,2.00,24.990,"N"
2006-08-13,2006,8,225,2.50,24.842,"N"
2006-08-13,2006,8,225,3.00,24.797,"N"
2006-08-13,2006,8,225,3.50,24.980,"N"
2006-08-13,2006,8,225,4.00,24.923,"N"
2006-08-13,2006,8,225,4.50,24.814,"N"
2006-08-13,2006,8,225,5.00,24.717,"N"
2006-08-13,2006,8,225,5.50,24.650,"N"
2006-08-13,2006,8,225,6.00,24.646,"N"
2006-08-13,2006,8,225,6.50,24.505,"N"
2006-08-13,2006,8,225,7.00,24.485,"N"
2006-08-13,2006,8,225,8.00,24.237,"N"
2006-08-13,2006,8,225,9.00,19.885,"N"
2006-08-13,2006,8,225,10.00,16.802,"N"
2006-08-13,2006,8,225,11.00,14.972,"N"
2006-08-13,2006,8,225,12.00,13.854,"N"
2006-08-13,2006,8,225,13.00,13.273,"N"
2006-08-13,2006,8,225,14.00,12.687,"N"
2006-08-13,2006,8,225,15.00,12.126,"N"
2006-08-14,2006,8,226,0.00,24.826,"N"
2006-08-14,2006,8,226,0.50,24.816,"N"
2006-08-14,2006,8,226,1.00,24.856,"N"
2006-08-14,2006,8,226,1.50,24.849,"N"
2006-08-14,2006,8,226,2.00,24.866,"N"
2006-08-14,2006,8,226,2.50,24.675,"N"
2006-08-14,2006,8,226,3.00,24.686,"N"
2006-08-14,2006,8,226,3.50,24.887,"N"
2006-08-14,2006,8,226,4.00,24.856,"N"
2006-08-14,2006,8,226,4.50,24.816,"N"
2006-08-14,2006,8,226,5.00,24.786,"N"
2006-08-14,2006,8,226,5.50,24.821,"N"
2006-08-14,2006,8,226,6.00,24.776,"N"
2006-08-14,2006,8,226,6.50,24.774,"N"
2006-08-14,2006,8,226,7.00,24.723,"N"
2006-08-14,2006,8,226,8.00,22.229,"N"
2006-08-14,2006,8,226,9.00,18.575,"N"
2006-08-14,2006,8,226,10.00,16.064,"N"
2006-08-14,2006,8,226,11.00,14.337,"N"
2006-08-14,2006,8,226,12.00,12.816,"N"
2006-08-14,2006,8,226,13.00,12.279,"N"
2006-08-14,2006,8,226,14.00,11.917,"N"
2006-08-14,2006,8,226,15.00,11.642,"N"
2006-08-15,2006,8,227,0.00,24.840,"N"
2006-08-15,2006,8,227,0.50,24.813,"N"
2006-08-15,2006,8,227,1.00,24.826,"N"
2006-08-15,2006,8,227,1.50,24.776,"N"
2006-08-15,2006,8,227,2.00,24.749,"N"
2006-08-15,2006,8,227,2.50,24.569,"N"
2006-08-15,2006,8,227,3.00,24.499,"N"
2006-08-15,2006,8,227,3.50,24.654,"N"
2006-08-15,2006,8,227,4.00,24.601,"N"
2006-08-15,2006,8,227,4.50,24.490,"N"
2006-08-15,2006,8,227,5.00,24.435,"N"
2006-08-15,2006,8,227,5.50,24.453,"N"
2006-08-15,2006,8,227,6.00,24.547,"N"
2006-08-15,2006,8,227,6.50,24.402,"N"
2006-08-15,2006,8,227,7.00,24.303,"N"
2006-08-15,2006,8,227,8.00,21.881,"N"
2006-08-15,2006,8,227,9.00,18.050,"N"
2006-08-15,2006,8,227,10.00,16.238,"N"
2006-08-15,2006,8,227,11.00,14.831,"N"
